,SoBD,Toan,Van,Anh,Ly,Hoa,Sinh,Su,Dia,GDCD,Unnamed: 10,KhoiA,KhoiB,KhoiC,KhoiD,KhoiA1,Ma Tinh,Ten Tinh,Vung mien
300908,300909,1.4,2.25,2.8,2.25,2.75,2.25,4.25,5.25,6.25,,6.4,6.4,11.75,6.45,6.45,37, Binh Dinh,Mien Trung - TN
300922,300923,6.4,5.5,4.4,5.5,7.25,4.5,4.75,7.25,7.5,,19.15,18.15,17.5,16.3,16.3,37, Binh Dinh,Mien Trung - TN
300923,300924,6.0,6.5,3.8,5.0,3.75,5.0,4.25,6.75,8.0,,14.75,14.75,17.5,16.3,14.8,37, Binh Dinh,Mien Trung - TN
300931,300932,4.2,5.5,3.0,4.5,2.5,4.25,2.5,6.0,7.75,,11.2,10.95,14.0,12.7,11.7,37, Binh Dinh,Mien Trung - TN
300932,300933,4.2,5.75,3.2,5.75,4.75,4.25,2.75,5.5,7.25,,14.7,13.2,14.0,13.15,13.15,37, Binh Dinh,Mien Trung - TN
300934,300935,3.0,5.25,3.4,2.5,1.75,3.75,4.5,5.25,7.0,,7.25,8.5,15.0,11.65,8.9,37, Binh Dinh,Mien Trung - TN
300935,300936,2.6,3.25,2.2,1.75,3.75,2.5,2.25,4.25,6.0,,8.1,8.85,9.75,8.05,6.55,37, Binh Dinh,Mien Trung - TN
300936,300937,2.8,3.75,3.8,2.25,5.0,5.25,3.75,5.25,7.75,,10.05,13.05,12.75,10.35,8.85,37, Binh Dinh,Mien Trung - TN
300937,300938,3.4,2.75,2.2,1.75,3.0,2.75,2.0,3.0,4.25,,8.15,9.15,7.75,8.35,7.35,37, Binh Dinh,Mien Trung - TN
300938,300939,4.2,4.25,3.0,3.75,4.75,3.5,2.75,5.0,7.5,,12.7,12.45,12.0,11.45,10.95,37, Binh Dinh,Mien Trung - TN
300941,300942,3.6,4.25,2.6,3.75,4.0,6.0,3.5,5.5,6.25,,11.35,13.6,13.25,10.45,9.95,37, Binh Dinh,Mien Trung - TN
300942,300943,2.2,5.0,3.4,1.25,2.5,5.0,2.5,5.5,6.75,,5.95,9.7,13.0,10.6,6.85,37, Binh Dinh,Mien Trung - TN
300943,300944,3.6,2.75,3.0,2.5,4.0,1.75,4.0,4.0,5.5,,10.1,9.35,10.75,9.35,9.1,37, Binh Dinh,Mien Trung - TN
300944,300945,2.0,2.0,2.4,2.75,1.5,2.5,3.5,3.0,4.5,,6.25,6.0,8.5,6.4,7.15,37, Binh Dinh,Mien Trung - TN
300945,300946,4.4,2.5,1.8,1.5,2.75,5.0,3.5,4.75,6.25,,8.65,12.15,10.75,8.7,7.7,37, Binh Dinh,Mien Trung - TN
300979,300980,5.0,6.25,3.6,3.0,4.25,3.75,3.25,4.75,7.5,,12.25,13.0,14.25,14.85,11.6,37, Binh Dinh,Mien Trung - TN
300983,300984,4.4,6.0,4.0,3.25,1.5,4.25,2.0,5.5,6.75,,9.15,10.15,13.5,14.4,11.65,37, Binh Dinh,Mien Trung - TN
300987,300988,3.0,3.5,2.6,3.75,3.25,3.25,3.0,4.75,7.0,,10.0,9.5,11.25,9.1,9.35,37, Binh Dinh,Mien Trung - TN
300988,300989,3.6,5.75,4.0,3.5,2.5,2.75,2.0,5.5,6.25,,9.6,8.85,13.25,13.35,11.1,37, Binh Dinh,Mien Trung - TN
300989,300990,5.4,5.0,3.4,4.75,3.25,4.75,4.75,7.5,7.0,,13.4,13.4,17.25,13.8,13.55,37, Binh Dinh,Mien Trung - TN
301021,301022,4.4,5.25,2.8,2.5,4.0,3.0,2.75,5.0,6.75,,10.9,11.4,13.0,12.45,9.7,37, Binh Dinh,Mien Trung - TN
301023,301024,4.4,5.5,3.2,3.0,4.25,4.0,2.25,5.75,6.0,,11.65,12.65,13.5,13.1,10.6,37, Binh Dinh,Mien Trung - TN
301024,301025,5.2,4.5,4.2,3.25,4.5,4.25,3.75,5.5,8.25,,12.95,13.95,13.75,13.9,12.65,37, Binh Dinh,Mien Trung - TN
301030,301031,6.0,5.0,2.6,4.5,6.0,4.75,3.75,3.75,4.0,,16.5,16.75,12.5,13.6,13.1,37, Binh Dinh,Mien Trung - TN
301038,301039,4.2,2.75,2.2,2.75,2.75,3.25,3.0,5.0,6.5,,9.7,10.2,10.75,9.15,9.15,37, Binh Dinh,Mien Trung - TN
301058,301059,4.8,6.25,2.2,2.75,3.25,4.5,4.25,5.75,7.25,,10.8,12.55,16.25,13.25,9.75,37, Binh Dinh,Mien Trung - TN
301059,301060,8.4,5.75,5.6,6.0,6.0,5.25,5.25,5.25,8.0,,20.4,19.65,16.25,19.75,20.0,37, Binh Dinh,Mien Trung - TN
301062,301063,4.6,5.0,3.2,4.0,4.5,5.0,3.75,6.0,9.25,,13.1,14.1,14.75,12.8,11.8,37, Binh Dinh,Mien Trung - TN
301067,301068,4.8,6.0,5.2,4.25,3.5,3.75,3.25,5.25,6.75,,12.55,12.05,14.5,16,14.25,37, Binh Dinh,Mien Trung - TN
301072,301073,4.8,4.0,3.2,3.5,3.75,5.25,3.5,4.25,7.5,,12.05,13.8,11.75,12,11.5,37, Binh Dinh,Mien Trung - TN
301073,301074,5.4,4.5,2.6,3.5,2.25,3.75,3.75,5.25,7.5,,11.15,11.4,13.5,12.5,11.5,37, Binh Dinh,Mien Trung - TN
301074,301075,5.6,6.0,3.6,4.25,4.25,5.25,4.0,5.75,8.0,,14.1,15.1,15.75,15.2,13.45,37, Binh Dinh,Mien Trung - TN
301075,301076,4.2,4.75,2.2,1.75,3.25,4.5,3.5,5.75,6.25,,9.2,11.95,14.0,11.15,8.15,37, Binh Dinh,Mien Trung - TN
301076,301077,5.6,5.0,3.2,5.0,3.25,5.25,3.25,3.5,5.5,,13.85,14.1,11.75,13.8,13.8,37, Binh Dinh,Mien Trung - TN
301078,301079,3.4,5.75,3.2,1.75,3.5,4.0,2.75,5.5,7.25,,8.65,10.9,14.0,12.35,8.35,37, Binh Dinh,Mien Trung - TN
301080,301081,4.4,4.5,2.6,4.25,1.25,2.0,2.75,4.5,5.5,,9.9,7.65,11.75,11.5,11.25,37, Binh Dinh,Mien Trung - TN
301083,301084,6.2,4.5,3.8,2.5,3.25,6.5,3.0,4.25,7.5,,11.95,15.95,11.75,14.5,12.5,37, Binh Dinh,Mien Trung - TN
301085,301086,7.2,5.25,3.8,4.75,5.5,4.0,2.5,4.75,7.25,,17.45,16.7,12.5,16.25,15.75,37, Binh Dinh,Mien Trung - TN
301086,301087,3.0,2.0,2.8,2.5,2.0,3.5,3.25,4.25,5.25,,7.5,8.5,9.5,7.8,8.3,37, Binh Dinh,Mien Trung - TN
301087,301088,2.6,3.5,3.2,2.5,1.5,3.25,2.25,4.5,6.0,,6.6,7.35,10.25,9.3,8.3,37, Binh Dinh,Mien Trung - TN
301112,301113,4.4,5.75,2.6,1.75,3.25,3.0,1.5,4.25,7.25,,9.4,10.65,11.5,12.75,8.75,37, Binh Dinh,Mien Trung - TN
301136,301137,4.8,6.25,2.6,4.0,2.75,3.5,3.25,5.75,5.75,,11.55,11.05,15.25,13.65,11.4,37, Binh Dinh,Mien Trung - TN
301142,301143,3.2,5.0,3.2,2.5,1.75,4.0,1.5,3.5,6.0,,7.45,8.95,10.0,11.4,8.9,37, Binh Dinh,Mien Trung - TN
301143,301144,1.6,4.5,1.8,2.75,4.75,4.0,2.0,5.5,6.75,,9.1,10.35,12.0,7.9,6.15,37, Binh Dinh,Mien Trung - TN
301147,301148,5.4,3.5,2.2,4.75,4.75,5.25,3.5,6.0,3.75,,14.9,15.4,13.0,11.1,12.35,37, Binh Dinh,Mien Trung - TN
301148,301149,3.4,4.75,3.4,2.75,1.75,3.0,2.0,4.0,5.0,,7.9,8.15,10.75,11.55,9.55,37, Binh Dinh,Mien Trung - TN
301150,301151,3.0,4.5,3.0,3.25,2.25,2.75,2.75,4.25,7.0,,8.5,8.0,11.5,10.5,9.25,37, Binh Dinh,Mien Trung - TN
301156,301157,4.8,4.5,4.4,2.75,2.25,4.5,3.0,5.75,8.75,,9.8,11.55,13.25,13.7,11.95,37, Binh Dinh,Mien Trung - TN
301163,301164,5.0,4.75,4.8,1.75,3.5,3.5,2.5,4.75,6.75,,10.25,12.0,12.0,14.55,11.55,37, Binh Dinh,Mien Trung - TN
301165,301166,5.2,4.0,2.8,4.0,3.5,2.75,3.25,3.0,6.5,,12.7,11.45,10.25,12,12.0,37, Binh Dinh,Mien Trung - TN
301173,301174,2.6,3.25,2.8,2.25,2.5,2.5,4.0,6.25,8.0,,7.35,7.6,13.5,8.65,7.65,37, Binh Dinh,Mien Trung - TN
301180,301181,5.2,3.0,4.2,3.5,2.75,3.0,4.0,5.25,6.75,,11.45,10.95,12.25,12.4,12.9,37, Binh Dinh,Mien Trung - TN
301181,301182,3.2,2.75,2.0,3.25,2.75,4.75,2.5,4.5,4.25,,9.2,10.7,9.75,7.95,8.45,37, Binh Dinh,Mien Trung - TN
301194,301195,3.6,6.5,2.2,3.25,3.75,4.25,5.25,5.75,8.0,,10.6,11.6,17.5,12.3,9.05,37, Binh Dinh,Mien Trung - TN
301197,301198,5.2,6.25,3.0,3.0,5.25,5.5,4.25,6.5,7.0,,13.45,15.95,17.0,14.45,11.2,37, Binh Dinh,Mien Trung - TN
301199,301200,4.0,4.0,2.8,1.25,2.75,5.25,4.5,6.25,8.0,,8.0,12.0,14.75,10.8,8.05,37, Binh Dinh,Mien Trung - TN
301200,301201,3.2,4.5,2.0,3.0,3.5,2.25,4.25,4.5,7.75,,9.7,8.95,13.25,9.7,8.2,37, Binh Dinh,Mien Trung - TN
301201,301202,5.6,6.5,4.0,4.75,4.5,5.25,3.25,7.0,7.75,,14.85,15.35,16.75,16.1,14.35,37, Binh Dinh,Mien Trung - TN
301202,301203,5.4,2.75,2.8,4.0,4.0,5.25,3.75,6.75,7.0,,13.4,14.65,13.25,10.95,12.2,37, Binh Dinh,Mien Trung - TN
301203,301204,3.2,3.0,2.4,2.25,2.75,3.25,3.5,6.25,7.0,,8.2,9.2,12.75,8.6,7.85,37, Binh Dinh,Mien Trung - TN
301204,301205,5.2,4.75,2.2,2.5,4.0,4.5,3.5,6.5,8.5,,11.7,13.7,14.75,12.15,9.9,37, Binh Dinh,Mien Trung - TN
301208,301209,3.8,5.25,3.4,3.0,3.75,3.75,3.5,6.0,6.5,,10.55,11.3,14.75,12.45,10.2,37, Binh Dinh,Mien Trung - TN
301209,301210,3.2,4.75,3.6,3.75,3.75,4.0,3.25,4.5,5.5,,10.7,10.95,12.5,11.55,10.55,37, Binh Dinh,Mien Trung - TN
301210,301211,5.6,4.75,2.6,6.0,3.5,4.5,3.75,4.75,6.75,,15.1,13.6,13.25,12.95,14.2,37, Binh Dinh,Mien Trung - TN
301213,301214,5.2,4.5,2.6,3.5,3.0,3.75,3.0,4.5,7.5,,11.7,11.95,12.0,12.3,11.3,37, Binh Dinh,Mien Trung - TN
301214,301215,4.8,4.0,3.2,2.5,1.5,5.5,3.75,5.5,6.5,,8.8,11.8,13.25,12,10.5,37, Binh Dinh,Mien Trung - TN
301215,301216,4.8,4.5,3.2,4.75,4.0,6.25,4.75,7.75,8.0,,13.55,15.05,17.0,12.5,12.75,37, Binh Dinh,Mien Trung - TN
301216,301217,4.6,4.5,3.2,2.25,3.25,5.25,3.0,4.75,6.25,,10.1,13.1,12.25,12.3,10.05,37, Binh Dinh,Mien Trung - TN
301218,301219,5.0,5.0,4.0,2.25,4.25,4.0,3.25,5.0,6.75,,11.5,13.25,13.25,14,11.25,37, Binh Dinh,Mien Trung - TN
301220,301221,5.0,2.5,3.2,4.25,3.0,3.75,4.5,6.0,5.25,,12.25,11.75,13.0,10.7,12.45,37, Binh Dinh,Mien Trung - TN
301221,301222,4.4,4.0,4.0,3.5,3.5,3.0,2.75,5.75,6.25,,11.4,10.9,12.5,12.4,11.9,37, Binh Dinh,Mien Trung - TN
301241,301242,4.6,3.0,3.0,3.5,3.0,4.0,2.25,3.0,6.0,,11.1,11.6,8.25,10.6,11.1,37, Binh Dinh,Mien Trung - TN
301242,301243,3.2,4.75,2.6,1.25,3.25,3.5,4.25,4.5,7.75,,7.7,9.95,13.5,10.55,7.05,37, Binh Dinh,Mien Trung - TN
301246,301247,3.0,3.25,1.8,3.25,3.5,4.0,3.5,5.25,7.25,,9.75,10.5,12.0,8.05,8.05,37, Binh Dinh,Mien Trung - TN
301247,301248,4.2,4.75,2.8,3.5,3.0,3.5,3.75,5.75,6.75,,10.7,10.7,14.25,11.75,10.5,37, Binh Dinh,Mien Trung - TN
301249,301250,4.2,5.5,3.4,4.5,4.5,4.0,3.5,5.75,7.0,,13.2,12.7,14.75,13.1,12.1,37, Binh Dinh,Mien Trung - TN
301253,301254,6.2,4.75,3.8,2.0,3.0,3.25,6.75,8.25,8.5,,11.2,12.45,19.75,14.75,12.0,37, Binh Dinh,Mien Trung - TN
301279,301280,5.8,7.5,5.6,5.5,4.5,5.0,2.5,6.75,7.75,,15.8,15.3,16.75,18.9,16.9,37, Binh Dinh,Mien Trung - TN
301280,301281,4.2,5.5,4.2,3.5,3.5,3.25,4.75,6.5,5.25,,11.2,10.95,16.75,13.9,11.9,37, Binh Dinh,Mien Trung - TN
301283,301284,4.0,5.75,2.8,3.0,2.75,4.25,4.75,5.75,6.75,,9.75,11.0,16.25,12.55,9.8,37, Binh Dinh,Mien Trung - TN
301284,301285,2.8,3.0,3.2,2.5,2.25,2.0,3.25,5.25,6.25,,7.55,7.05,11.5,9,8.5,37, Binh Dinh,Mien Trung - TN
301285,301286,3.4,5.0,4.0,2.75,2.5,3.25,3.75,5.5,7.25,,8.65,9.15,14.25,12.4,10.15,37, Binh Dinh,Mien Trung - TN
301286,301287,3.2,5.5,4.4,3.25,2.5,3.75,3.0,3.5,6.5,,8.95,9.45,12.0,13.1,10.85,37, Binh Dinh,Mien Trung - TN
301288,301289,4.2,6.75,2.8,4.25,3.75,4.75,2.5,5.25,7.75,,12.2,12.7,14.5,13.75,11.25,37, Binh Dinh,Mien Trung - TN
301303,301304,3.2,1.25,2.6,2.5,3.0,3.5,3.5,3.25,3.25,,8.7,9.7,8.0,7.05,8.3,37, Binh Dinh,Mien Trung - TN
301305,301306,5.8,4.5,2.6,4.25,3.75,4.5,3.5,3.25,5.25,,13.8,14.05,11.25,12.9,12.65,37, Binh Dinh,Mien Trung - TN
301333,301334,6.0,6.75,3.2,5.5,5.0,6.25,4.25,5.5,8.0,,16.5,17.25,16.5,15.95,14.7,37, Binh Dinh,Mien Trung - TN
301343,301344,5.0,6.0,2.4,4.75,3.25,4.5,3.5,6.0,8.0,,13.0,12.75,15.5,13.4,12.15,37, Binh Dinh,Mien Trung - TN
301344,301345,2.8,5.0,1.0,3.5,2.5,3.25,3.0,5.5,7.25,,8.8,8.55,13.5,8.8,7.3,37, Binh Dinh,Mien Trung - TN
301345,301346,4.6,5.5,4.0,3.5,3.0,4.25,2.75,5.75,9.5,,11.1,11.85,14.0,14.1,12.1,37, Binh Dinh,Mien Trung - TN
301347,301348,5.2,5.0,4.6,3.5,4.5,3.5,2.25,4.25,6.75,,13.2,13.2,11.5,14.8,13.3,37, Binh Dinh,Mien Trung - TN
301349,301350,3.4,3.75,2.6,3.0,3.0,3.75,3.25,4.75,6.25,,9.4,10.15,11.75,9.75,9.0,37, Binh Dinh,Mien Trung - TN
301350,301351,3.6,4.25,2.4,3.0,5.0,5.5,4.25,4.25,7.0,,11.6,14.1,12.75,10.25,9.0,37, Binh Dinh,Mien Trung - TN
301351,301352,6.8,5.25,7.2,7.0,4.25,3.75,3.5,6.75,7.0,,18.05,14.8,15.5,19.25,21.0,37, Binh Dinh,Mien Trung - TN
301352,301353,3.8,4.0,4.0,4.25,4.5,2.75,3.0,6.0,8.25,,12.55,11.05,13.0,11.8,12.05,37, Binh Dinh,Mien Trung - TN
301353,301354,2.8,2.5,2.6,1.75,3.75,5.25,3.75,5.25,7.25,,8.3,11.8,11.5,7.9,7.15,37, Binh Dinh,Mien Trung - TN
301354,301355,4.6,5.0,4.4,5.5,4.25,4.0,3.0,5.25,5.25,,14.35,12.85,13.25,14,14.5,37, Binh Dinh,Mien Trung - TN
301355,301356,3.4,4.0,1.8,2.75,3.5,5.0,2.5,5.25,5.75,,9.65,11.9,11.75,9.2,7.95,37, Binh Dinh,Mien Trung - TN
301401,301402,3.4,4.5,3.6,3.75,3.5,4.5,3.5,6.25,7.25,,10.65,11.4,14.25,11.5,10.75,37, Binh Dinh,Mien Trung - TN
301427,301428,4.6,2.5,1.6,3.75,2.0,2.5,3.0,3.75,6.0,,10.35,9.1,9.25,8.7,9.95,37, Binh Dinh,Mien Trung - TN
301428,301429,4.8,5.25,2.2,2.5,2.25,4.5,3.25,4.5,6.5,,9.55,11.55,13.0,12.25,9.5,37, Binh Dinh,Mien Trung - TN
301433,301434,6.2,7.5,2.6,5.5,3.75,3.75,4.75,5.0,7.75,,15.45,13.7,17.25,16.3,14.3,37, Binh Dinh,Mien Trung - TN
301461,301462,5.0,7.0,3.8,4.75,6.0,4.25,4.75,6.0,7.25,,15.75,15.25,17.75,15.8,13.55,37, Binh Dinh,Mien Trung - TN
301471,301472,5.0,7.0,4.2,3.0,4.25,4.75,4.5,6.5,7.5,,12.25,14.0,18.0,16.2,12.2,37, Binh Dinh,Mien Trung - TN
301473,301474,6.4,6.5,4.6,5.25,3.25,4.5,5.0,7.0,7.5,,14.9,14.15,18.5,17.5,16.25,37, Binh Dinh,Mien Trung - TN
301479,301480,6.2,4.5,3.6,3.25,2.5,4.0,3.5,6.5,8.0,,11.95,12.7,14.5,14.3,13.05,37, Binh Dinh,Mien Trung - TN
301489,301490,3.2,5.25,2.2,2.0,3.5,5.5,3.25,4.5,8.25,,8.7,12.2,13.0,10.65,7.4,37, Binh Dinh,Mien Trung - TN
301490,301491,3.0,3.5,2.6,2.75,2.25,3.0,3.0,4.75,7.0,,8.0,8.25,11.25,9.1,8.35,37, Binh Dinh,Mien Trung - TN
301491,301492,5.2,7.0,4.6,4.25,3.25,4.5,4.0,7.0,8.25,,12.7,12.95,18.0,16.8,14.05,37, Binh Dinh,Mien Trung - TN
301492,301493,2.8,5.25,2.2,3.5,1.75,3.25,2.75,5.5,7.0,,8.05,7.8,13.5,10.25,8.5,37, Binh Dinh,Mien Trung - TN
301493,301494,3.0,3.25,2.2,2.5,2.75,4.0,3.75,4.0,6.25,,8.25,9.75,11.0,8.45,7.7,37, Binh Dinh,Mien Trung - TN
301494,301495,2.8,2.25,1.8,3.25,2.75,3.5,2.25,6.0,4.25,,8.8,9.05,10.5,6.85,7.85,37, Binh Dinh,Mien Trung - TN
301495,301496,6.6,5.25,2.0,4.75,2.25,4.0,3.75,4.25,7.5,,13.6,12.85,13.25,13.85,13.35,37, Binh Dinh,Mien Trung - TN
301496,301497,4.8,5.5,2.8,3.5,4.25,6.5,4.25,6.0,8.5,,12.55,15.55,15.75,13.1,11.1,37, Binh Dinh,Mien Trung - TN
301497,301498,3.8,5.75,3.0,3.0,4.25,2.5,3.0,5.0,5.75,,11.05,10.55,13.75,12.55,9.8,37, Binh Dinh,Mien Trung - TN
301499,301500,4.6,4.5,4.6,3.75,2.75,4.5,2.0,4.25,5.5,,11.1,11.85,10.75,13.7,12.95,37, Binh Dinh,Mien Trung - TN
301500,301501,4.4,5.0,2.4,3.75,4.5,6.25,3.5,5.25,7.25,,12.65,15.15,13.75,11.8,10.55,37, Binh Dinh,Mien Trung - TN
301501,301502,5.4,4.0,3.0,3.0,4.5,5.25,2.0,4.5,6.75,,12.9,15.15,10.5,12.4,11.4,37, Binh Dinh,Mien Trung - TN
301523,301524,3.2,6.25,3.6,3.0,2.75,3.75,5.25,5.0,7.0,,8.95,9.7,16.5,13.05,9.8,37, Binh Dinh,Mien Trung - TN
301524,301525,5.2,4.25,4.8,3.75,5.75,5.25,3.75,7.25,7.25,,14.7,16.2,15.25,14.25,13.75,37, Binh Dinh,Mien Trung - TN
301526,301527,7.0,8.5,5.4,3.25,3.0,4.25,3.75,7.0,8.75,,13.25,14.25,19.25,20.9,15.65,37, Binh Dinh,Mien Trung - TN
301527,301528,6.0,5.75,3.8,5.0,4.5,6.0,4.75,7.5,7.25,,15.5,16.5,18.0,15.55,14.8,37, Binh Dinh,Mien Trung - TN
301532,301533,5.4,6.5,3.0,3.75,5.0,4.0,3.25,5.5,7.0,,14.15,14.4,15.25,14.9,12.15,37, Binh Dinh,Mien Trung - TN
301551,301552,4.4,5.5,4.6,3.25,3.5,5.5,3.25,3.75,4.5,,11.15,13.4,12.5,14.5,12.25,37, Binh Dinh,Mien Trung - TN
301552,301553,5.8,7.0,5.4,5.25,3.75,4.75,3.5,4.25,6.5,,14.8,14.3,14.75,18.2,16.45,37, Binh Dinh,Mien Trung - TN
301553,301554,5.0,6.75,5.2,2.5,4.25,3.5,3.0,6.5,7.25,,11.75,12.75,16.25,16.95,12.7,37, Binh Dinh,Mien Trung - TN
301554,301555,5.2,7.0,6.6,5.0,4.25,5.5,3.0,5.5,7.25,,14.45,14.95,15.5,18.8,16.8,37, Binh Dinh,Mien Trung - TN
301555,301556,6.0,5.5,4.0,5.0,4.5,5.0,5.0,6.0,6.5,,15.5,15.5,16.5,15.5,15.0,37, Binh Dinh,Mien Trung - TN
301556,301557,4.0,6.0,2.0,2.25,2.5,1.5,4.5,6.0,6.75,,8.75,8.0,16.5,12,8.25,37, Binh Dinh,Mien Trung - TN
301557,301558,3.0,4.0,4.6,1.5,2.0,2.75,2.25,5.0,6.0,,6.5,7.75,11.25,11.6,9.1,37, Binh Dinh,Mien Trung - TN
301558,301559,4.0,5.0,2.6,2.25,2.75,3.25,2.5,3.25,7.5,,9.0,10.0,10.75,11.6,8.85,37, Binh Dinh,Mien Trung - TN
301559,301560,3.4,7.0,3.2,2.25,3.25,5.25,3.0,4.5,7.5,,8.9,11.9,14.5,13.6,8.85,37, Binh Dinh,Mien Trung - TN
301560,301561,5.8,4.75,2.8,4.25,4.25,5.25,5.25,2.5,6.75,,14.3,15.3,12.5,13.35,12.85,37, Binh Dinh,Mien Trung - TN
301561,301562,2.4,3.5,2.2,2.25,2.75,3.25,3.25,3.25,6.5,,7.4,8.4,10.0,8.1,6.85,37, Binh Dinh,Mien Trung - TN
301562,301563,4.4,5.75,3.2,4.5,5.25,4.5,3.5,3.5,7.75,,14.15,14.15,12.75,13.35,12.1,37, Binh Dinh,Mien Trung - TN
301563,301564,2.6,6.25,2.8,3.0,2.0,3.25,3.5,5.0,8.0,,7.6,7.85,14.75,11.65,8.4,37, Binh Dinh,Mien Trung - TN
301566,301567,6.0,5.25,2.4,2.75,3.75,3.5,4.0,5.0,7.75,,12.5,13.25,14.25,13.65,11.15,37, Binh Dinh,Mien Trung - TN
301569,301570,3.0,5.5,2.0,3.25,3.25,3.25,4.0,6.25,8.0,,9.5,9.5,15.75,10.5,8.25,37, Binh Dinh,Mien Trung - TN
301572,301573,4.0,5.0,2.6,3.0,2.5,3.0,2.75,5.25,7.25,,9.5,9.5,13.0,11.6,9.6,37, Binh Dinh,Mien Trung - TN
301573,301574,5.2,6.25,2.4,3.75,3.75,3.75,2.75,3.5,6.0,,12.7,12.7,12.5,13.85,11.35,37, Binh Dinh,Mien Trung - TN
301599,301600,4.4,4.25,3.2,3.75,2.75,4.25,5.0,5.75,7.25,,10.9,11.4,15.0,11.85,11.35,37, Binh Dinh,Mien Trung - TN
301606,301607,5.4,5.75,2.8,4.0,3.5,3.5,3.0,6.0,8.75,,12.9,12.4,14.75,13.95,12.2,37, Binh Dinh,Mien Trung - TN
301618,301619,4.0,5.0,2.6,4.25,3.25,3.25,3.25,5.25,5.75,,11.5,10.5,13.5,11.6,10.85,37, Binh Dinh,Mien Trung - TN
301620,301621,5.4,5.0,4.2,4.0,4.0,5.25,5.0,5.25,8.0,,13.4,14.65,15.25,14.6,13.6,37, Binh Dinh,Mien Trung - TN
301621,301622,4.8,4.0,2.4,2.25,1.75,3.0,2.75,4.75,5.0,,8.8,9.55,11.5,11.2,9.45,37, Binh Dinh,Mien Trung - TN
301622,301623,3.0,4.0,2.0,3.5,3.5,3.5,3.5,4.5,6.5,,10.0,10.0,12.0,9,8.5,37, Binh Dinh,Mien Trung - TN
301624,301625,4.0,6.0,2.6,3.25,1.75,4.25,5.0,5.5,8.5,,9.0,10.0,16.5,12.6,9.85,37, Binh Dinh,Mien Trung - TN
301625,301626,1.2,3.0,3.2,2.25,2.75,3.25,2.75,5.0,7.75,,6.2,7.2,10.75,7.4,6.65,37, Binh Dinh,Mien Trung - TN
301626,301627,3.6,3.5,2.6,2.25,2.75,2.5,2.75,5.25,5.5,,8.6,8.85,11.5,9.7,8.45,37, Binh Dinh,Mien Trung - TN
301628,301629,3.6,4.25,4.0,3.5,3.25,3.5,3.25,4.25,6.0,,10.35,10.35,11.75,11.85,11.1,37, Binh Dinh,Mien Trung - TN
301631,301632,3.8,3.75,1.8,4.25,3.5,5.25,4.5,5.75,7.25,,11.55,12.55,14.0,9.35,9.85,37, Binh Dinh,Mien Trung - TN
301634,301635,5.6,4.75,3.8,3.25,4.75,4.5,3.25,4.5,6.25,,13.6,14.85,12.5,14.15,12.65,37, Binh Dinh,Mien Trung - TN
301668,301669,3.8,5.25,3.8,3.25,4.0,2.5,4.0,6.0,8.0,,11.05,10.3,15.25,12.85,10.85,37, Binh Dinh,Mien Trung - TN
301672,301673,4.6,3.75,3.2,4.5,3.0,4.0,2.25,5.25,6.0,,12.1,11.6,11.25,11.55,12.3,37, Binh Dinh,Mien Trung - TN
301693,301694,3.4,5.25,3.0,2.25,3.0,3.0,3.75,4.5,6.5,,8.65,9.4,13.5,11.65,8.65,37, Binh Dinh,Mien Trung - TN
301695,301696,5.8,7.0,3.2,4.0,2.0,4.5,3.25,5.25,7.0,,11.8,12.3,15.5,16,13.0,37, Binh Dinh,Mien Trung - TN
301705,301706,5.2,4.5,3.6,3.75,2.5,3.75,2.5,6.25,6.25,,11.45,11.45,13.25,13.3,12.55,37, Binh Dinh,Mien Trung - TN
301748,301749,5.2,4.5,2.8,3.75,4.0,4.75,4.0,5.75,7.75,,12.95,13.95,14.25,12.5,11.75,37, Binh Dinh,Mien Trung - TN
301751,301752,4.2,4.0,3.2,2.0,2.5,2.25,3.5,6.25,7.75,,8.7,8.95,13.75,11.4,9.4,37, Binh Dinh,Mien Trung - TN
301753,301754,3.4,4.5,2.0,2.5,2.0,2.75,3.75,5.75,7.25,,7.9,8.15,14.0,9.9,7.9,37, Binh Dinh,Mien Trung - TN
301759,301760,2.8,2.25,2.6,3.0,1.25,3.0,3.0,4.0,5.0,,7.05,7.05,9.25,7.65,8.4,37, Binh Dinh,Mien Trung - TN
301760,301761,4.6,5.5,1.6,3.0,2.25,5.5,4.25,6.5,7.0,,9.85,12.35,16.25,11.7,9.2,37, Binh Dinh,Mien Trung - TN
301761,301762,4.8,4.5,2.6,3.5,2.25,4.0,6.75,7.25,7.75,,10.55,11.05,18.5,11.9,10.9,37, Binh Dinh,Mien Trung - TN
301762,301763,4.2,4.75,2.6,2.0,3.25,5.0,3.25,5.25,7.0,,9.45,12.45,13.25,11.55,8.8,37, Binh Dinh,Mien Trung - TN
301763,301764,6.0,5.25,3.0,4.75,3.0,4.0,3.25,4.5,6.0,,13.75,13.0,13.0,14.25,13.75,37, Binh Dinh,Mien Trung - TN
301764,301765,5.2,6.0,2.6,5.75,4.75,2.5,3.5,5.25,7.75,,15.7,12.45,14.75,13.8,13.55,37, Binh Dinh,Mien Trung - TN
301765,301766,5.0,6.5,3.6,4.0,4.25,4.25,4.0,5.5,6.75,,13.25,13.5,16.0,15.1,12.6,37, Binh Dinh,Mien Trung - TN
